floorNumber,floorsTotal,totalArea,kitchenArea,latitude,longitude,price,wallsMaterial
8,21.0,89.0,20.0,55.782957,37.561724,23900000,2
7,26.0,88.5,12.6,55.791177000000005,37.520411,27400000,5
3,16.0,89.0,13.0,55.794851,37.547953,29900000,2
7,24.0,89.0,20.0,55.779874,37.573995,39000000,2
7,24.0,89.0,20.0,55.779874,37.573995,39000000,2
2,17.0,89.4,10.9,55.855957,37.564527000000005,18000000,5
2,8.0,89.6,9.4,55.800094,37.5357,19500000,1
18,19.0,88.0,9.6,55.780289,37.53561,19500000,3
12,37.0,88.0,15.0,55.774745,37.548609,20000000,5
17,37.0,88.0,10.0,55.774745,37.548609,22000000,5
17,40.0,89.0,12.0,55.774745,37.548609,25300000,5
27,31.0,92.9,18.6,55.828541,37.491341,20699000,5
3,17.0,90.0,17.3,55.79357099999999,37.580202,25500000,5
3,37.0,94.3,16.0,55.774745,37.548609,26000000,5
11,44.0,94.0,10.0,55.774254000000006,37.546525,24900000,5
24,31.0,92.9,18.6,55.855411,37.472279,18100000,5
4,34.0,90.0,15.0,55.80664599999999,37.542958,20500000,5
27,35.0,91.8,12.6,55.857068000000005,37.479582,20710000,5
11,19.0,93.0,9.0,55.784303,37.562775,24376764,2
4,13.0,92.0,14.0,55.874491000000006,37.560143,17000000,1
11,14.0,94.3,10.0,55.864864,37.503891,19500000,5
7,32.0,91.0,15.0,55.774745,37.548609,20990000,5
5,10.0,91.5,8.8,55.80830600000001,37.5008,22000000,1
19,23.0,94.0,14.0,55.782572,37.531936,34000000,5
19,23.0,94.0,14.0,55.782572,37.531936,33990000,5
5,6.0,90.0,17.0,55.779874,37.573995,37500000,5
3,10.0,92.3,9.0,55.818179,37.505588,19500000,1
1,5.0,93.4,8.3,55.799492,37.547656,16500000,1
16,25.0,90.0,12.0,55.856341,37.494027,22900000,2
8,29.0,91.2,17.5,55.853259,37.497414,11250000,5
2,5.0,90.0,8.7,55.89556999999999,37.541207,13500000,1
4,5.0,93.7,7.2,55.7976,37.5695,16000000,1
3,10.0,90.9,9.7,55.808776,37.493228,17000000,6
4,22.0,90.0,12.5,55.880576,37.542096,17500000,5
17,18.0,90.0,10.0,55.835457,37.535421,17500000,5
6,7.0,93.8,9.8,55.81642900000001,37.524049,17400000,1
27,31.0,92.9,18.6,55.855785,37.471704,18200000,5
14,22.0,91.0,11.0,55.865152,37.472081,18500000,5
2,8.0,94.6,8.3,55.800114,37.503576,19500000,6
9,9.0,91.1,7.5,55.791577,37.582044,19500000,1
1,17.0,92.6,10.2,55.781529000000006,37.530723,20000000,3
22,40.0,94.0,12.0,55.827671,37.487559000000005,20500000,5
7,9.0,90.2,11.4,55.804273,37.51052,20500000,6
4,34.0,90.0,15.0,55.80664599999999,37.542958,20500000,5
5,7.0,90.0,10.0,55.792615000000005,37.511733,21500000,6
4,34.0,94.0,20.0,55.80664599999999,37.542958,22000000,5
8,9.0,91.0,13.7,55.83294,37.488817,22000000,1
18,20.0,90.0,15.4,55.827211,37.488898,23500000,5
12,15.0,90.0,17.0,55.784303,37.562775,23700000,2
38,44.0,90.0,15.0,55.774254000000006,37.546525,24000000,5
6,15.0,92.0,17.0,55.784303,37.562775,23950000,2
9,15.0,90.0,20.0,55.785169,37.564033,23950000,2
16,40.0,90.0,22.0,55.774254000000006,37.546525,24600000,5
11,40.0,94.4,8.0,55.774745,37.548609,25000000,5
3,15.0,94.0,13.0,55.795444,37.526896,25300000,2
12,16.0,92.0,15.0,55.785169,37.564033,25500000,2
2,22.0,93.4,18.8,55.80916,37.541126,27000000,5
12,24.0,94.2,21.0,55.776340000000005,37.525109,27412000,2
12,32.0,94.2,25.5,55.80664599999999,37.542958,27954000,1
30,43.0,90.0,14.0,55.774664,37.54595,29900000,5
14,15.0,94.0,12.0,55.795444,37.526896,30900000,2
10,18.0,90.0,40.0,55.8061,37.515569,31500000,1
2,22.0,93.4,18.8,55.80916,37.541126,31700000,5
1,16.0,93.0,27.0,55.809833,37.536266,34000000,1
2,6.0,93.0,26.0,55.780891,37.580984,36200000,5
2,6.0,93.2,26.0,55.780891,37.580984,36200000,5
2,6.0,93.2,26.0,55.781626,37.580894,36500000,2
4,24.0,90.0,17.0,55.779874,37.573995,37300000,2
5,6.0,90.0,17.0,55.779874,37.573995,37500000,5
2,6.0,93.0,26.0,55.780891,37.580984,38000000,5
3,14.0,90.1,4.7,55.894662,37.542419,11900000,3
3,4.0,92.5,8.2,55.834275,37.504582,13300000,1
19,24.0,93.0,13.0,55.88063100000001,37.539347,16000000,5
3,12.0,92.2,16.0,55.874491000000006,37.560143,16900000,1
6,7.0,90.0,7.0,55.782709,37.562604,17200000,1
4,9.0,92.1,10.6,55.791931000000005,37.565407,19700000,1
3,8.0,93.0,9.0,55.781681000000006,37.515856,21000000,1
14,14.0,93.0,12.0,55.822746,37.509873,21200000,3
5,20.0,94.0,12.0,55.786996,37.585233,21580000,5
4,34.0,94.0,20.0,55.80664599999999,37.542958,22000000,5
5,7.0,90.0,7.0,55.782709,37.562604,23700000,1
14,15.0,91.2,13.1,55.808488,37.526941,23900000,5
14,17.0,91.2,20.0,55.785169,37.564033,25500000,5
17,19.0,90.0,20.0,55.785169,37.564033,26000000,5
8,9.0,90.0,17.0,55.79602,37.564671,26000000,5
10,44.0,90.0,20.0,55.774254000000006,37.546525,26000000,5
19,44.0,94.2,13.0,55.774664,37.54595,26700000,5
28,44.0,94.5,10.0,55.774664,37.54595,27000000,5
16,16.0,91.0,11.0,55.796886,37.557888,33500000,1
2,6.0,90.5,16.7,55.779874,37.573995,35900000,2
2,22.0,97.0,14.0,55.88063100000001,37.539347,16980000,5
6,23.0,97.0,15.0,55.782572,37.531936,33800000,5
24,31.0,96.3,18.6,55.855785,37.471704,18100000,5
5,6.0,95.0,20.0,55.799284,37.515964,34000000,1
5,19.0,95.0,20.0,55.785169,37.564033,24950000,5
21,32.0,98.0,10.0,55.80653,37.545995,26990000,2
7,18.0,98.0,16.4,55.806424,37.515326,27900000,5
3,24.0,96.0,19.0,55.779874,37.573995,39000000,2
12,19.0,95.7,24.1,55.79743199999999,37.558607,31600000,5
2,5.0,97.6,8.3,55.823737,37.510682,16000000,1
1,14.0,96.0,12.0,55.834148,37.527840000000005,17600000,3
6,9.0,97.6,10.4,55.790484,37.575648,22500000,1
5,5.0,97.4,7.0,55.84918,37.520294,17000000,1
5,5.0,97.9,8.3,55.847978000000005,37.572109000000005,13750000,3
6,23.0,97.0,15.0,55.782572,37.531936,33800000,5
5,5.0,96.6,8.0,55.847422,37.572953000000005,11700000,1
26,28.0,97.0,18.0,55.854062,37.497198,12500000,5
2,14.0,95.6,10.3,55.866238,37.539347,14150000,3
1,8.0,97.0,9.0,55.823115,37.49374,14499000,1
5,5.0,95.6,9.5,55.822301,37.514787,16000000,1
1,14.0,96.0,11.0,55.823434,37.509038,17000000,3
3,5.0,97.8,8.0,55.84436899999999,37.567186,18000000,1
5,5.0,95.3,9.0,55.807688,37.5251,18500000,1
3,16.0,96.4,16.0,55.865248,37.486562,18500000,1
5,5.0,95.7,8.5,55.800261,37.566907,18990000,6
8,25.0,96.0,20.0,55.84053299999999,37.493614,19200000,2
13,16.0,96.0,24.0,55.869774,37.462712,19500000,2
5,32.0,95.0,20.0,55.80664599999999,37.542958,19500000,5
4,5.0,97.0,26.0,55.801506,37.565254,19490000,1
2,14.0,96.0,23.0,55.822746,37.509873,19800000,3
3,5.0,98.2,9.2,55.838106,37.523123,20000000,1
7,9.0,95.0,12.0,55.818103,37.50213,20500000,6
4,14.0,95.0,8.0,55.79728000000001,37.541027,20500000,5
12,16.0,98.0,9.2,55.843646,37.554304,20500000,3
5,14.0,98.5,11.2,55.79728000000001,37.541027,21500000,5
1,5.0,98.5,17.0,55.80015,37.516278,22000000,1
5,5.0,98.0,8.5,55.80296800000001,37.5433,22000000,1
16,16.0,97.9,14.8,55.868359,37.463673,22900000,5
6,8.0,96.5,9.2,55.802811,37.517716,23000000,6
3,7.0,97.0,12.0,55.803039,37.518587,23250000,1
5,9.0,97.0,8.0,55.803985,37.516,24000000,1
20,40.0,98.0,20.0,55.774664,37.54595,25000000,5
11,44.0,97.0,13.2,55.774254000000006,37.546525,25000000,5
18,34.0,95.0,12.0,55.80664599999999,37.542958,25250000,5
26,30.0,95.0,13.0,55.818397,37.573537,25500000,5
7,15.0,97.5,15.0,55.785169,37.564033,25700000,3
6,7.0,97.5,10.0,55.800716,37.519018,28200000,1
21,32.0,95.0,15.0,55.80653,37.545995,29000000,2
14,32.0,95.0,20.0,55.80664599999999,37.542958,29500000,5
19,25.0,96.0,28.0,55.856341,37.494027,29500000,5
12,15.0,95.0,15.0,55.795444,37.526896,30900000,2
6,23.0,97.0,15.0,55.782572,37.531936,34990000,5
4,12.0,98.0,16.7,55.789517,37.567222,50000000,5
20,28.0,96.0,18.0,55.854436,37.496129,12500000,5
1,5.0,96.4,8.0,55.84436899999999,37.567186,14500000,1
2,22.0,100.0,10.5,55.85946800000001,37.514895,15700000,3
2,5.0,97.4,9.0,55.773682,37.527408,17000000,1
3,5.0,100.0,9.0,55.804562,37.573923,17000000,1
1,5.0,97.0,8.5,55.831974,37.490039,17500000,1
8,26.0,96.6,18.0,55.84053299999999,37.493614,19200000,5
3,12.0,100.0,9.0,55.808776,37.493228,19990000,1
3,5.0,98.2,9.0,55.838106,37.523123,20000000,1
2,7.0,100.0,12.0,55.775454,37.555095,20000000,6
20,22.0,98.0,30.0,55.86060500000001,37.501429,20000000,1
3,7.0,97.3,14.0,55.78256700000001,37.573753,20690000,1
11,22.0,100.0,10.0,55.778512,37.522881,20900000,3
6,10.0,100.0,10.0,55.819894,37.495276,22899000,1
5,5.0,98.0,9.0,55.796187,37.563395,23000000,3
2,5.0,96.5,24.3,55.796187,37.563395,23900000,1
18,30.0,98.0,12.0,55.818397,37.573537,24000000,5
8,8.0,95.4,10.0,55.80341800000001,37.517006,24000000,1
4,5.0,100.0,25.0,55.803686,37.570546,24000000,1
20,44.0,100.0,25.0,55.774664,37.54595,25300000,5
11,14.0,97.0,30.0,55.822979,37.526726,25900000,5
17,18.0,95.0,20.0,55.803413,37.527121,25800000,2
14,28.0,97.0,18.0,55.81740500000001,37.573034,25900000,5
2,8.0,99.3,11.4,55.805887,37.525504,26000000,6
14,15.0,99.6,13.0,55.789391,37.536823,27000000,5
3,14.0,96.8,7.9,55.805887,37.534065000000005,27500000,1
17,18.0,100.0,15.0,55.803413,37.527121,27700000,2
29,39.0,97.0,25.0,55.774745,37.548609,28000000,5
6,25.0,97.0,18.0,55.784303,37.562775,28000000,2
24,32.0,100.0,30.0,55.80664599999999,37.542958,28700000,5
11,16.0,100.0,11.0,55.796886,37.557888,29990000,1
19,26.0,96.0,16.0,55.84053299999999,37.493614,32000000,5
4,24.0,97.1,12.0,55.821704,37.519952,32000000,2
12,12.0,100.0,50.0,55.796162,37.559155,33000000,1
14,23.0,95.0,20.0,55.782572,37.531936,35500000,5
21,32.0,100.0,20.0,55.80653,37.545995,26990000,5
16,32.0,101.0,20.0,55.80653,37.545995,25500000,2
27,32.0,106.0,15.0,55.783352,37.533526,39900000,5
6,24.0,100.0,20.0,55.78894,37.519171,33990000,5
16,34.0,100.0,12.0,55.80653,37.545995,27990000,5
36,44.0,107.8,20.0,55.774254000000006,37.546525,29500000,5
24,32.0,118.0,10.0,55.80653,37.545995,33400000,2
14,15.0,100.2,12.6,55.795444,37.526896,35921700,5
2,8.0,104.5,7.3,55.809565,37.493991,17500000,1
2,5.0,101.0,12.0,55.796835,37.54268,20900000,1
3,8.0,106.0,12.0,55.811523,37.572324,21400000,4
23,32.0,100.0,20.0,55.80664599999999,37.542958,23500000,5
24,30.0,100.0,12.0,55.818397,37.573537,25000000,5
24,32.0,100.0,10.0,55.80653,37.545995,25900000,2
32,34.0,100.0,15.0,55.80653,37.545995,26490000,5
13,19.0,105.0,10.0,55.784303,37.562775,27790835,2
24,34.0,100.0,10.0,55.80664599999999,37.542958,28700000,5
4,15.0,103.2,16.0,55.7903,37.5673,31000000,5
3,6.0,104.0,21.0,55.780891,37.580984,33200000,5
12,15.0,118.0,19.0,55.785169,37.564033,34390000,2
6,26.0,108.0,17.0,55.791177000000005,37.520411,35000000,5
2,12.0,110.91,31.7,55.787184,37.521345,38000000,5
2,12.0,110.91,21.0,55.787184,37.521345,38000000,5
5,11.0,103.1,18.8,55.779874,37.573995,42900000,2
10,24.0,106.0,18.0,55.779874,37.573995,46500000,2
9,16.0,112.0,20.0,55.79393,37.526564,47000000,5
12,13.0,118.4,12.2,55.790671,37.550136,31500000,5
6,19.0,106.0,13.0,55.799168,37.559263,29000000,5
15,22.0,107.0,27.0,55.779757,37.535233000000005,32000000,5
8,32.0,106.0,16.0,55.889003,37.559595,21850000,5
2,24.0,110.0,16.0,55.87053100000001,37.486005,24500000,5
18,31.0,107.0,17.0,55.889003,37.559595,18700000,5
14,16.0,111.7,10.7,55.84062900000001,37.529852000000005,18900000,3
4,8.0,104.0,21.0,55.7976,37.5695,19850000,1
6,16.0,115.0,15.0,55.86649499999999,37.495707,21500000,2
5,12.0,108.0,11.0,55.808776,37.493228,22000000,6
2,17.0,110.0,12.0,55.831908,37.50354,22980000,3
7,14.0,104.4,12.1,55.806687,37.52095,23600000,3
2,6.0,112.0,24.0,55.787528,37.577247,24600000,1
13,14.0,105.0,25.0,55.797787,37.567931,28999000,5
3,16.0,110.0,14.0,55.79393,37.526564,34600000,5
9,22.0,114.0,38.0,55.779757,37.535233000000005,34500000,5
10,15.0,100.0,22.0,55.790787,37.523204,35000000,2
2,3.0,110.0,24.0,55.797341,37.522279,43000000,5
15,22.0,109.0,17.0,55.779757,37.535233000000005,32000000,5
24,30.0,105.0,38.0,55.805649,37.499318,29500000,5
9,16.0,111.8,15.0,55.855957,37.564527000000005,20700000,5
5,24.0,109.2,14.3,55.795444,37.526896,28820880,2
12,25.0,113.5,16.0,55.808781,37.564841,33498000,2
5,28.0,107.0,17.0,55.853658,37.498375,13500000,5
5,5.0,100.0,9.0,55.833708,37.519809,15000000,1
14,22.0,102.0,10.4,55.86406,37.51202,15100000,3
7,7.0,104.5,9.0,55.846547,37.569027,16000000,1
3,22.0,101.0,10.0,55.860534,37.493677000000005,16299999,3
13,19.0,114.2,11.4,55.871996,37.478019,16500000,3
6,6.0,111.0,8.0,55.855851,37.470374,16900000,6
12,22.0,100.0,10.2,55.867536,37.488332,16990000,3
4,5.0,101.2,7.7,55.804466000000005,37.55001,18600000,1
7,9.0,104.0,8.2,55.825103000000006,37.571183000000005,19300000,6
3,6.0,106.0,15.0,55.822266000000006,37.494485,19500000,1
10,32.0,105.0,15.0,55.889341,37.559586,19500000,5
4,8.0,106.0,10.0,55.811523,37.572324,19600000,1
5,17.0,116.0,12.9,55.875061,37.53676,19800000,1
4,5.0,103.1,20.0,55.7976,37.5695,19850000,1
4,5.0,104.0,20.0,55.7976,37.5695,19999000,1
16,18.0,104.2,13.8,55.83993100000001,37.546372,20500000,1
13,16.0,100.0,11.0,55.823201,37.511553,20990000,3
5,16.0,117.0,10.7,55.84062900000001,37.529852000000005,21000000,3
3,8.0,106.0,12.0,55.811523,37.572324,21399999,1
9,16.0,108.0,15.0,55.865424,37.498941,21400000,2
10,40.0,117.0,14.0,55.876763,37.484038,21499000,3
8,14.0,117.0,9.0,55.827681000000005,37.521255,21500000,1
8,32.0,106.0,16.0,55.888856,37.559308,21750000,5
16,25.0,100.5,20.0,55.857316,37.49427,22000000,5
26,40.0,116.5,13.7,55.876763,37.484038,22000000,2
10,16.0,101.1,16.2,55.865248,37.486562,22500000,1
12,16.0,110.6,14.8,55.86428299999999,37.502112,22700000,5
7,7.0,106.0,17.0,55.78256700000001,37.573753,22900000,6
12,16.0,110.6,14.8,55.86428299999999,37.502112,22800000,2
13,16.0,103.0,22.0,55.869774,37.462712,22900000,2
6,10.0,100.0,10.0,55.819894,37.495276,22899000,6
5,7.0,105.2,8.1,55.78256700000001,37.573753,23000000,6
5,17.0,115.0,13.0,55.831908,37.50354,23300000,3
16,17.0,102.0,12.0,55.808037,37.526519,23500000,5
23,32.0,100.0,20.0,55.80664599999999,37.542958,23500000,5
20,24.0,103.0,14.5,55.87053100000001,37.486005,23500000,5
4,12.0,110.0,7.5,55.781372,37.576259,24100000,6
4,12.0,110.0,8.0,55.781372,37.576259,24080000,6
4,12.0,110.0,8.0,55.781372,37.576259,24090000,1
7,16.0,106.1,14.0,55.802735,37.569477,24500000,3
7,7.0,115.3,15.8,55.80698,37.50257,24500000,6
2,5.0,112.0,24.0,55.787528,37.577247,24600000,1
10,16.0,115.0,15.0,55.824718,37.510592,24900000,3
2,6.0,109.0,9.0,55.798961,37.537092,25000000,1
10,17.0,114.0,12.0,55.849787,37.476196,25200000,5
9,17.0,114.0,22.0,55.849787,37.476196,25490000,1
13,25.0,112.3,20.0,55.871385,37.485331,25900000,5
26,34.0,100.0,10.0,55.80664599999999,37.542958,25900000,5
6,13.0,100.0,12.0,55.864864,37.503891,26000000,2
12,34.0,100.0,15.0,55.80653,37.545995,25990000,5
13,30.0,104.0,12.0,55.818397,37.573537,26000000,5
4,34.0,100.0,13.0,55.80664599999999,37.542958,26000000,5
13,40.0,105.0,12.0,55.827671,37.487559000000005,26500000,1
32,34.0,100.0,15.0,55.80653,37.545995,26490000,5
32,34.0,100.0,15.0,55.80653,37.545995,26490000,5
21,32.0,100.0,20.0,55.80653,37.545995,26990000,5
5,14.0,112.0,11.0,55.806687,37.52095,26750000,3
21,32.0,100.0,20.0,55.80653,37.545995,26780000,5
6,15.0,106.0,20.0,55.782957,37.561724,26950000,2
21,32.0,100.0,20.0,55.80653,37.545995,26900000,2
7,14.0,108.0,14.0,55.817461,37.525594,26999000,1
5,15.0,107.0,20.0,55.784303,37.562775,27100000,2
2,6.0,100.0,14.0,55.801035,37.533382,27000000,1
3,34.0,119.9,24.2,55.80653,37.545995,27000000,5
5,25.0,108.7,25.0,55.856341,37.494027,27000000,2
16,34.0,100.0,12.0,55.80653,37.545995,27990000,5
14,32.0,100.0,12.0,55.80653,37.545995,28000000,2
18,25.0,116.0,12.0,55.856341,37.494027,27950000,2
24,34.0,100.0,15.0,55.80664599999999,37.542958,28600000,5
26,30.0,104.0,10.0,55.818397,37.573537,28890000,2
9,32.0,106.0,15.0,55.80653,37.545995,29200000,2
2,15.0,101.0,13.0,55.795444,37.526896,29120000,2
20,30.0,115.0,18.0,55.818397,37.573537,29000000,5
3,8.0,108.0,14.0,55.83335400000001,37.486841,29500000,6
5,12.0,111.5,38.0,55.789947,37.570042,29500000,5
9,22.0,103.0,12.5,55.779757,37.535233000000005,29500000,5
20,34.0,100.0,28.0,55.80653,37.545995,30000000,5
3,32.0,105.0,12.0,55.80653,37.545995,29999000,5
19,30.0,105.1,19.1,55.805649,37.499318,30000000,1
20,32.0,100.0,15.0,55.80653,37.545995,29990000,5
14,32.0,116.0,12.0,55.80653,37.545995,30000000,2
29,37.0,103.0,20.0,55.80664599999999,37.542958,29900000,5
22,32.0,105.0,10.0,55.80653,37.545995,30500000,5
22,32.0,105.0,10.0,55.80653,37.545995,30500000,3
4,15.0,103.0,32.0,55.788353,37.567922,31500000,5
29,32.0,102.0,18.0,55.80653,37.545995,32000000,2
17,21.0,106.0,18.3,55.786080000000005,37.561562,32000000,5
13,23.0,119.5,14.0,55.808852,37.521471000000005,32500000,5
17,30.0,105.0,12.0,55.818397,37.573537,32500000,5
29,32.0,105.0,14.0,55.80653,37.545995,33000000,2
3,12.0,109.0,16.0,55.78858100000001,37.520734,33000000,5
13,19.0,104.7,20.0,55.79743199999999,37.558607,33000000,2
22,22.0,117.0,12.0,55.779757,37.535233000000005,33000000,5
24,32.0,118.0,10.0,55.80653,37.545995,33400000,5
6,24.0,100.0,20.0,55.78894,37.519171,34000000,5
6,24.0,100.0,20.0,55.78894,37.519171,33980000,5
6,24.0,100.0,20.0,55.78894,37.519171,33990000,5
9,22.0,117.5,19.9,55.810476,37.540129,34500000,5
10,23.0,110.0,28.0,55.79517,37.574678000000006,35000000,5
5,25.0,119.0,15.0,55.807127,37.515901,36000000,5
22,25.0,110.0,20.0,55.806793000000006,37.516153,37000000,5
8,9.0,112.0,10.0,55.785837,37.578253,37500000,1
12,14.0,107.2,28.0,55.797787,37.567931,38500000,5
13,19.0,108.0,18.0,55.798323,37.527498,38500000,5
7,30.0,101.3,20.0,55.805649,37.499318,39000000,2
8,9.0,113.0,10.0,55.785837,37.578253,43000000,1
3,19.0,116.0,15.0,55.79743199999999,37.558607,46000000,5
9,24.0,106.0,18.0,55.779874,37.573995,46500000,2
9,11.0,107.0,16.5,55.779874,37.573995,46500000,2
9,11.0,107.0,17.0,55.779874,37.573995,46500000,2
9,11.0,107.0,36.0,55.779874,37.573995,46500000,2
9,12.0,105.0,16.5,55.802219,37.559523,49000000,5
8,36.0,105.0,27.0,55.798480000000005,37.520671,49900000,2
12,23.0,143.15,14.0,55.782572,37.531936,50000000,5
4,18.0,140.0,18.0,55.784622,37.523177,39900000,5
10,24.0,137.0,12.0,55.779874,37.573995,53950000,2
7,18.0,149.4,17.0,55.785711,37.521381,48000000,5
9,34.0,120.0,15.0,55.80653,37.545995,31500000,5
25,32.0,147.3,30.0,55.80653,37.545995,31490000,5
13,18.0,149.6,18.0,55.825103000000006,37.561455,35000000,5
7,26.0,122.5,18.0,55.791177000000005,37.520411,37950000,5
4,34.0,120.0,20.0,55.80653,37.545995,29990000,5
21,30.0,124.5,15.0,55.805649,37.499318,35750000,1
9,22.0,120.0,15.0,55.79517,37.574678000000006,37500000,5
6,6.0,132.0,8.0,55.781053,37.570393,41200000,2
4,6.0,121.9,12.0,55.780891,37.580984,41561000,2
3,12.0,146.0,20.0,55.795499,37.56644,42800000,2
3,8.0,146.0,12.0,55.795499,37.56644,42800000,2
7,20.0,147.3,21.9,55.799937,37.505903,43190000,5
3,12.0,147.3,19.0,55.78321,37.528127000000005,49900000,5
4,18.0,133.6,17.0,55.784622,37.523177,39900000,5
4,18.0,141.0,20.0,55.83993100000001,37.546372,22990000,2
3,11.0,133.5,14.6,55.874491000000006,37.560143,25000000,1
2,16.0,124.8,9.0,55.8061,37.515569,32300000,1
6,30.0,140.0,20.0,55.811103,37.561113,32950000,5
15,18.0,124.0,19.0,55.8061,37.515569,35800000,5
17,26.0,137.0,25.0,55.791177000000005,37.520411,36999000,5
4,7.0,122.0,15.0,55.794406,37.566198,37000000,5
7,26.0,122.5,18.0,55.791177000000005,37.520411,37950000,5
7,20.0,147.3,21.9,55.799937,37.505903,43190000,5
15,22.0,140.0,20.0,55.782572,37.531936,48000000,5
7,18.0,149.4,17.0,55.785711,37.521381,48000000,5
21,37.0,130.0,16.0,55.798480000000005,37.520671,51000000,5
9,12.0,144.0,84.0,55.78858100000001,37.520734,55000000,5
11,23.0,120.0,18.0,55.787811,37.519467,55555500,5
8,14.0,129.0,20.0,55.864864,37.503891,24000000,5
25,26.0,130.0,25.0,55.791177000000005,37.520411,47500000,5
24,34.0,120.0,45.0,55.80664599999999,37.542958,29000000,5
14,31.0,137.0,20.0,55.828162,37.487874,32000000,5
15,45.0,130.0,15.0,55.798480000000005,37.520671,72000000,2
10,34.0,120.0,15.0,55.80653,37.545995,30000000,5
4,4.0,144.1,9.2,55.778269,37.521354,42500000,1
12,23.0,143.0,14.0,55.782572,37.531936,50000000,5
11,23.0,131.0,20.0,55.787811,37.519467,55555500,5
7,28.0,133.0,21.0,55.854825,37.497018,14500000,5
5,14.0,121.6,8.0,55.876314,37.566844,19300000,3
1,16.0,132.7,8.5,55.823201,37.511553,23000000,3
25,40.0,125.0,16.0,55.876763,37.484038,23000000,5
1,16.0,132.0,8.5,55.823201,37.511553,23000000,3
10,23.0,125.0,10.2,55.865152,37.472081,23900000,5
14,22.0,130.0,24.0,55.86816700000001,37.494072,25250000,2
15,22.0,130.0,16.0,55.867142,37.49488,25500000,5
2,7.0,125.0,16.0,55.781519,37.555912,26000000,1
3,14.0,123.6,30.0,55.822979,37.526726,26399999,2
4,8.0,120.0,15.2,55.843616,37.485619,26500000,1
8,16.0,133.8,16.5,55.865424,37.498941,27000000,5
5,34.0,120.0,40.0,55.80653,37.545995,27000000,5
25,40.0,137.6,13.8,55.876763,37.484038,27400000,2
1,8.0,134.0,16.0,55.806935,37.514832,29200000,1
8,25.0,140.0,15.0,55.84053299999999,37.493614,29000000,2
8,8.0,130.2,16.2,55.85868000000001,37.486032,29000000,5
11,23.0,124.1,14.0,55.79517,37.574678000000006,29500000,5
4,34.0,126.0,25.0,55.80664599999999,37.542958,29700000,5
5,16.0,138.0,15.0,55.868041000000005,37.49109,29950000,2
3,8.0,121.0,31.0,55.843616,37.485619,29800000,2
10,34.0,120.0,15.0,55.80653,37.545995,30000000,5
4,25.0,130.0,15.0,55.843616,37.485619,30000000,2
1,5.0,148.8,18.0,55.798854000000006,37.573941,30450000,1
1,5.0,149.5,40.0,55.798854000000006,37.573941,30450000,1
5,32.0,135.0,30.0,55.80653,37.545995,30800000,5
20,23.0,126.3,14.0,55.863581,37.47421,30800000,2
6,34.0,121.2,15.0,55.80664599999999,37.542958,31000000,5
25,32.0,147.3,30.0,55.80653,37.545995,31490000,5
2,34.0,125.0,20.0,55.80664599999999,37.542958,31500000,5
13,18.0,123.4,18.5,55.79517,37.574678000000006,31500000,5
9,34.0,120.0,15.0,55.80653,37.545995,31500000,5
20,24.0,125.0,18.0,55.862565,37.473528,31500000,4
25,32.0,147.3,30.0,55.80653,37.545995,31890000,5
9,32.0,120.0,17.0,55.80653,37.545995,32000000,2
12,32.0,127.3,30.0,55.80664599999999,37.542958,32500000,5
6,32.0,120.0,20.0,55.80653,37.545995,32700000,2
10,32.0,127.0,20.0,55.80653,37.545995,32850000,2
8,18.0,146.0,14.0,55.825103000000006,37.561455,33000000,5
4,9.0,140.9,10.0,55.815999,37.50955,33000000,1
38,38.0,126.0,20.0,55.774664,37.54595,33850000,5
29,32.0,136.0,10.0,55.80664599999999,37.542958,34000000,5
30,32.0,135.0,12.0,55.80653,37.545995,34000000,2
11,24.0,125.0,31.0,55.786313,37.542428,34450000,2
15,24.0,125.0,31.0,55.786313,37.542428,34490000,2
17,24.0,125.0,31.0,55.786313,37.542428,34450000,2
7,24.0,125.0,31.0,55.786313,37.542428,34399000,2
13,26.0,120.0,25.0,55.791177000000005,37.520411,34999999,5
6,25.0,140.5,16.0,55.853218000000005,37.509532,35000000,2
15,24.0,122.8,25.0,55.786313,37.542428,35170000,5
6,13.0,122.0,16.0,55.790671,37.550136,35000000,2
21,24.0,122.8,25.0,55.786313,37.542428,35245000,5
3,6.0,146.0,17.0,55.780633,37.558275,35200000,1
2,22.0,135.0,12.5,55.79353100000001,37.524219,35500000,5
3,8.0,145.8,11.0,55.780633,37.558275,35400000,1
11,30.0,140.0,10.0,55.811103,37.561113,36000000,5
6,34.0,121.0,25.0,55.80653,37.545995,36000000,5
5,23.0,126.0,10.0,55.79517,37.574678000000006,36000000,5
6,32.0,121.0,25.0,55.80653,37.545995,36000000,2
4,7.0,121.2,16.9,55.794406,37.566198,36250000,5
3,7.0,121.8,16.9,55.794406,37.566198,36661800,2
4,7.0,121.6,17.0,55.794406,37.566198,36723000,2
5,20.0,132.0,15.0,55.827211,37.488898,37000000,5
5,20.0,123.8,15.0,55.827211,37.488898,37000000,5
34,34.0,123.0,20.0,55.80653,37.545995,37000000,5
6,6.0,121.9,20.0,55.781626,37.580894,37949600,2
26,32.0,130.4,16.0,55.80664599999999,37.542958,37900000,5
14,15.0,130.0,33.7,55.850136,37.481999,38000000,1
28,34.0,130.3,18.0,55.80664599999999,37.542958,38500000,5
2,12.0,140.0,9.6,55.794953,37.572288,39000000,1
