floorNumber,floorsTotal,totalArea,kitchenArea,latitude,longitude,price,wallsMaterial
8,45.0,76.1,10.5,55.579811,37.67131,9512500,5
11,17.0,75.3,10.0,55.601335,37.744774,9800000,3
12,14.0,75.3,16.5,55.69910600000001,37.634721,16900000,5
10,16.0,77.0,9.5,55.605566,37.726044,10300000,3
10,16.0,77.0,9.0,55.605566,37.726044,10300000,3
5,22.0,76.6,9.9,55.63793199999999,37.699274,11490000,3
15,16.0,75.2,9.6,55.621074,37.744684,12150000,3
13,16.0,75.5,13.3,55.580482,37.598061,12490000,3
4,17.0,76.3,12.9,55.602281000000005,37.666827000000005,13000000,3
9,22.0,76.0,10.0,55.583546,37.59295,14000000,3
11,16.0,75.0,9.6,55.679727,37.705329,14500000,3
11,17.0,75.0,10.0,55.634364,37.615156,15100000,3
10,14.0,76.6,17.2,55.69910600000001,37.634721,15250000,2
3,23.0,75.8,10.3,55.687705,37.680014,15500000,3
9,14.0,75.3,16.5,55.69910600000001,37.634721,15650000,5
17,17.0,76.0,10.0,55.679199,37.703658,18200000,3
11,14.0,76.0,22.7,55.699938,37.635314,24000000,5
8,22.0,75.0,10.0,55.615476,37.743274,12200000,3
14,17.0,75.0,11.0,55.639781000000006,37.612326,15300000,3
3,15.0,75.7,13.0,55.606034,37.648663,9530000,2
6,16.0,76.0,11.0,55.579561,37.682269,9800000,3
14,16.0,75.0,10.3,55.61531899999999,37.710045,10500000,3
17,17.0,75.0,10.0,55.610321,37.752895,10500000,3
15,24.0,75.0,11.0,55.577541,37.675792,10500000,2
5,17.0,75.0,11.0,55.584171,37.68288,10500000,3
7,17.0,75.0,10.0,55.641651,37.773205,10550000,3
3,17.0,75.0,10.0,55.641651,37.773205,10850000,3
3,17.0,77.0,10.0,55.638485,37.773152,10750000,3
15,17.0,76.5,10.2,55.601335,37.744774,10990000,3
15,17.0,75.0,11.0,55.608439,37.756623,11300000,3
6,17.0,75.0,10.0,55.641651,37.773205,11500000,3
8,17.0,75.0,10.7,55.589274,37.612641,11500000,3
15,17.0,75.0,10.1,55.620926,37.759794,11699000,3
5,17.0,76.0,10.2,55.625323,37.71459,11790000,3
13,14.0,76.9,7.8,55.634237,37.748601,11800000,3
1,17.0,75.0,10.0,55.624601,37.700065,12000000,3
5,16.0,76.0,12.0,55.629191000000006,37.736428,12000000,3
6,16.0,75.0,10.0,55.61951800000001,37.741306,12075000,3
3,12.0,75.4,8.4,55.679768,37.702517,12500000,3
3,17.0,75.0,10.0,55.626141,37.615183,12600000,3
8,17.0,75.0,10.1,55.63814,37.671453,12500000,3
3,12.0,75.4,8.4,55.679768,37.702517,12500000,3
13,17.0,75.0,9.5,55.637535,37.650981,13100000,3
8,9.0,75.0,7.0,55.682996,37.677436,13000000,3
11,17.0,75.0,14.0,55.60460500000001,37.658751,13200000,2
2,5.0,75.0,8.5,55.6579,37.618219,13800000,1
2,4.0,75.0,8.3,55.716128000000005,37.618489,13900000,1
3,5.0,75.0,8.0,55.715063,37.6122,14200000,1
12,17.0,75.0,10.0,55.590913,37.594953,14200000,3
2,17.0,76.2,10.1,55.621999,37.698879,14100000,3
5,5.0,77.0,6.0,55.716483,37.616494,14500000,1
5,5.0,77.0,6.6,55.716483,37.616494,14500000,1
15,16.0,75.0,10.0,55.676722,37.698034,14800000,3
6,16.0,76.7,10.3,55.677849,37.628999,15050000,4
11,17.0,75.0,10.5,55.633638,37.614707,15000000,3
2,5.0,75.0,12.0,55.704149,37.615857,15450000,5
10,17.0,77.0,10.0,55.679971,37.648753,15500000,3
4,16.0,75.0,11.0,55.691739,37.61026,15499000,3
18,18.0,76.8,10.4,55.693297,37.618228,15850000,3
18,18.0,76.8,10.4,55.693297,37.618228,16000000,1
17,17.0,75.7,12.8,55.636936,37.723394,15999000,3
17,17.0,75.7,12.8,55.636936,37.723394,15999000,3
4,5.0,75.4,7.2,55.716483,37.612147,16200000,1
2,5.0,75.0,9.0,55.722568,37.647226,16400000,1
5,5.0,75.0,11.0,55.715718,37.617905,16750000,6
8,14.0,75.0,13.3,55.632093000000005,37.675541,18000000,2
2,9.0,75.0,9.0,55.71734,37.59639,24300000,6
8,8.0,75.0,15.0,55.71271,37.644477,25500000,2
16,17.0,75.0,10.0,55.585576,37.683868,9550000,4
17,17.0,76.6,10.2,55.610611,37.760126,10600000,3
7,17.0,77.0,10.2,55.623473,37.708338,11499000,3
14,17.0,76.7,10.0,55.610158,37.747927,11500000,3
3,16.0,75.0,10.0,55.617561,37.74163,11950000,3
2,22.0,76.0,11.0,55.611394,37.725909,12100000,3
3,12.0,75.3,8.3,55.624581000000006,37.734362,12000000,3
4,14.0,75.0,10.4,55.640843,37.760090000000005,12000000,3
4,17.0,77.0,10.5,55.625694,37.708087,12200000,3
10,17.0,75.0,10.0,55.623473,37.708338,12499000,3
3,17.0,75.3,10.2,55.625694,37.708087,12500000,3
5,17.0,75.0,10.0,55.628947,37.616494,12500000,3
5,5.0,75.2,10.8,55.647356,37.664231,12500000,1
17,17.0,76.8,11.0,55.639425,37.65911,12799000,3
10,16.0,76.5,10.2,55.60576,37.602526,12900000,3
1,5.0,76.0,6.0,55.704296,37.664069,12900000,1
5,5.0,75.0,7.0,55.678052,37.65169,13690000,1
2,5.0,75.8,18.6,55.678159,37.655257,13800000,1
8,17.0,75.0,12.8,55.636880000000005,37.725128000000005,14200000,3
17,17.0,75.2,9.7,55.63515699999999,37.746624,14200000,3
4,9.0,75.4,8.0,55.685077,37.682395,14490000,3
11,18.0,76.9,10.3,55.692252,37.618309,14600000,3
12,17.0,75.0,10.2,55.633638,37.614707,14999990,3
11,17.0,75.2,10.1,55.680981,37.649921,15400000,3
16,20.0,75.2,14.7,55.636234,37.713602,16100000,5
2,17.0,76.0,11.0,55.679849,37.657314,17000000,3
17,20.0,76.0,13.0,55.685437,37.677005,19300000,3
14,15.0,76.0,18.2,55.70071,37.631532,19600000,5
15,15.0,76.7,20.2,55.70071,37.631532,21430000,5
2,10.0,75.7,12.0,55.709495,37.663629,15899999,1
15,15.0,78.0,32.5,55.689811,37.657224,22480000,5
21,22.0,78.5,10.1,55.690278,37.691899,15900000,4
18,20.0,78.6,12.1,55.599728000000006,37.724723,14500000,5
6,14.0,78.0,10.7,55.660247,37.629421,15450000,1
9,17.0,78.0,10.0,55.585189,37.677409,9480000,4
18,21.0,78.0,10.4,55.583047,37.590677,13890000,3
1,9.0,78.4,9.0,55.682645,37.656532,15600000,3
5,11.0,78.0,11.0,55.607972,37.606074,15850000,3
14,14.0,78.3,11.0,55.650282,37.609595,17000000,3
4,9.0,78.8,16.0,55.666985,37.645986,18980000,5
1,5.0,78.0,20.0,55.711468,37.644522,7000000,1
5,17.0,79.0,10.3,55.585576,37.683868,9990000,3
3,12.0,79.0,8.0,55.624581000000006,37.734362,12000000,3
15,17.0,78.0,10.0,55.638485,37.773152,12250000,3
2,8.0,78.4,9.0,55.666838,37.627678,12800000,1
8,8.0,78.0,8.9,55.67116800000001,37.629071,13400000,1
13,16.0,78.0,10.0,55.621607,37.71804,13700000,3
19,25.0,79.0,10.0,55.607829,37.579394,13900000,3
23,25.0,78.0,20.4,55.584645,37.603487,14300000,5
6,14.0,78.0,11.0,55.660247,37.629421,15450000,3
10,17.0,78.3,10.2,55.642753000000006,37.618192,15499000,3
3,3.0,79.0,10.0,55.704149,37.615857,17900001,2
21,22.0,78.0,15.0,55.622766000000006,37.706353,18900000,5
7,16.0,78.0,14.0,55.636458,37.591297,19400000,3
3,17.0,78.0,12.0,55.694013,37.601690000000005,19950000,3
13,14.0,79.0,27.0,55.665162,37.613952000000005,22000000,5
6,8.0,79.0,10.0,55.719455,37.608266,22300000,1
5,8.0,78.1,8.5,55.71124,37.612173,22500000,1
1,5.0,78.0,8.0,55.657352,37.618408,10000000,1
7,22.0,78.0,10.0,55.642789,37.769064,10500000,3
18,22.0,78.0,10.0,55.642789,37.769064,11000000,3
1,8.0,79.0,9.0,55.67116800000001,37.629071,11300000,6
8,8.0,79.0,9.0,55.66255699999999,37.617905,11500000,1
11,17.0,78.0,11.0,55.619477,37.754062,11850000,3
4,12.0,79.0,9.0,55.586252,37.674247,12100000,3
10,16.0,79.0,10.2,55.617139,37.720178,12500000,3
2,22.0,78.0,10.0,55.622136,37.602184,14200000,3
13,25.0,78.7,10.0,55.607829,37.579394,14400000,3
7,17.0,78.0,10.0,55.702515000000005,37.619378000000005,14890000,3
2,12.0,78.9,8.3,55.627783,37.664482,14950000,4
11,17.0,78.5,10.2,55.59154300000001,37.592051,15900000,3
18,24.0,78.0,17.0,55.681833,37.662713,22000000,5
2,22.0,78.0,10.0,55.63911,37.6964,12200000,3
10,14.0,78.0,10.0,55.6786,37.688764,14900000,1
13,17.0,78.0,9.0,55.703119,37.620142,21000000,3
6,20.0,81.0,15.0,55.69900500000001,37.638557,16600000,5
3,18.0,80.0,17.0,55.710809,37.605023,35500000,2
36,45.0,81.4,10.2,55.579811,37.67131,10175000,5
12,15.0,82.0,12.0,55.60460500000001,37.658751,12500000,2
9,18.0,81.0,13.0,55.710038,37.60894,29000000,2
11,18.0,81.6,12.3,55.710692,37.607448,32600000,5
11,17.0,81.0,12.0,55.710961,37.609227,32600000,5
11,18.0,81.6,12.3,55.710692,37.607448,32500000,5
11,16.0,82.0,10.0,55.710692,37.607448,32600000,2
5,18.0,80.97,14.0,55.710809,37.605023,35499000,5
5,8.0,80.0,9.5,55.667538,37.630077,11290000,1
13,22.0,82.0,10.3,55.59224,37.598447,17600000,3
2,14.0,81.0,9.0,55.636255000000006,37.678649,12200000,3
5,13.0,80.0,7.5,55.69368299999999,37.620465,12400000,1
13,17.0,80.7,13.3,55.60195,37.664752,13800000,3
7,20.0,81.0,20.0,55.600893000000006,37.724077,15100000,5
16,20.0,81.19,15.1,55.69900500000001,37.638557,21610362,5
4,10.0,80.0,10.0,55.675616000000005,37.632134,22500000,5
2,18.0,81.0,13.0,55.710809,37.605023,34000000,2
9,18.0,82.0,10.0,55.710038,37.60894,28950000,2
8,14.0,80.0,9.0,55.637459,37.660575,12750000,3
5,22.0,80.0,10.0,55.640878,37.692429,10499000,3
7,12.0,82.0,8.6,55.587687,37.674849,10800000,3
10,25.0,80.0,10.0,55.636189,37.769217,12200000,5
5,17.0,80.0,11.0,55.60195,37.664752,13000000,3
17,17.0,80.0,10.0,55.63515699999999,37.746624,13500000,3
4,5.0,80.1,8.1,55.692252,37.61291,13750000,1
13,17.0,81.0,13.3,55.60195,37.664752,13800000,3
10,21.0,82.0,10.0,55.583047,37.590677,14000000,3
11,11.0,81.9,14.1,55.605327,37.72449,14000000,3
8,8.0,80.0,10.0,55.666899,37.628586,14000000,1
4,5.0,80.0,9.0,55.692252,37.61291,14200000,6
7,20.0,81.0,12.0,55.600893000000006,37.724077,15100000,5
10,22.0,82.0,10.2,55.59224,37.598447,15490000,3
7,8.0,80.0,8.0,55.66255699999999,37.617905,15500000,1
22,22.0,80.0,10.5,55.632769,37.742097,15700000,3
8,8.0,80.0,10.0,55.666899,37.628586,16000000,1
2,5.0,82.0,10.0,55.709079,37.616342,15900000,1
23,24.0,82.0,12.0,55.63366800000001,37.589087,16500000,5
12,14.0,81.6,11.0,55.650282,37.609595,16400000,3
23,23.0,82.0,12.0,55.596437,37.599831,20000000,5
5,8.0,80.0,8.0,55.71124,37.612173,20500000,1
6,8.0,80.0,10.0,55.719455,37.608266,22450000,1
6,8.0,80.0,10.0,55.719455,37.608266,22450000,1
14,14.0,80.0,12.0,55.714353,37.663997,25000000,1
4,17.0,81.0,12.3,55.710038,37.60894,27470000,2
9,17.0,81.7,12.6,55.710038,37.60894,28150000,2
4,18.0,82.0,12.0,55.710038,37.60894,28450000,2
2,3.0,80.0,10.0,55.699401,37.624444,32000000,1
11,17.0,81.6,12.3,55.710692,37.607448,32900000,2
3,18.0,81.0,12.0,55.710809,37.605023,33500000,1
3,18.0,80.0,12.0,55.710809,37.605023,35500000,1
5,8.0,80.0,10.0,55.667538,37.630077,11299999,1
12,14.0,80.7,8.4,55.636824,37.764995,11800000,3
7,8.0,80.0,9.3,55.660445,37.620276,11999000,6
4,8.0,80.0,8.5,55.676748,37.627409,12300000,3
5,14.0,80.0,9.0,55.642926,37.772271,12400000,3
8,8.0,82.0,8.0,55.698173,37.619827,13000000,1
2,17.0,80.0,10.0,55.59251999999999,37.612488,13500000,3
18,20.0,82.0,19.5,55.599728000000006,37.724723,15000000,5
7,25.0,82.0,23.0,55.589977000000005,37.601196,16000000,2
7,25.0,82.0,23.0,55.589977000000005,37.601196,16000000,3
3,22.0,82.0,13.0,55.59405600000001,37.598115,17000000,2
14,14.0,80.5,13.0,55.646629,37.609479,17300000,3
5,20.0,81.0,11.7,55.682991,37.645519,19500000,3
2,24.0,81.0,12.0,55.619269,37.695914,19900000,1
4,4.0,80.0,10.0,55.704149,37.615857,26900000,5
14,17.0,80.0,10.0,55.643688,37.650729,15000000,3
7,15.0,83.0,12.0,55.60460500000001,37.658751,12650000,2
5,8.0,83.6,9.0,55.65499499999999,37.620276,12500000,6
17,17.0,83.6,10.0,55.593176,37.611104,14500000,3
31,33.0,83.0,17.0,55.676585,37.634092,15400000,5
5,8.0,84.0,9.2,55.662187,37.630499,16000000,6
11,17.0,83.0,10.0,55.610321,37.752895,12100000,3
11,17.0,83.0,10.0,55.610321,37.752895,12400000,3
6,7.0,83.0,9.5,55.679996,37.633931,13990000,6
3,14.0,83.0,10.0,55.69368299999999,37.620465,14990000,1
13,17.0,84.0,12.4,55.60460500000001,37.658751,15500000,1
6,17.0,83.0,8.0,55.679138,37.665444,15990000,3
3,17.0,83.0,10.2,55.643688,37.650729,16199998,3
6,17.0,84.0,10.0,55.644221,37.618471,16300000,3
3,22.0,83.0,13.0,55.59405600000001,37.598115,16500000,5
5,6.0,83.0,9.0,55.71699,37.621121,22500000,1
10,10.0,83.0,13.0,55.699954000000005,37.63712,23700000,2
4,18.0,83.0,12.0,55.710038,37.60894,27400000,2
3,18.0,83.0,15.0,55.710038,37.60894,32800000,2
1,9.0,83.7,6.0,55.603863,37.58641,10000000,3
1,9.0,84.0,6.0,55.603863,37.58641,10000000,3
11,11.0,84.0,10.0,55.699943000000005,37.619683,12600000,1
2,17.0,84.0,11.0,55.643576,37.653011,14400000,3
19,33.0,84.0,13.5,55.677539,37.634398,14950000,5
8,17.0,83.0,17.0,55.60460500000001,37.658751,18000000,5
15,16.0,83.9,8.0,55.709028,37.620761,18100000,4
15,24.0,85.7,12.3,55.579811,37.67131,10712500,5
16,45.0,86.8,15.5,55.579811,37.67131,10850000,5
10,19.0,85.2,21.6,55.600893000000006,37.724077,15250800,5
18,19.0,86.5,13.7,55.581179000000006,37.581451,17000000,5
15,16.0,87.0,10.0,55.710961,37.609227,33600000,2
3,12.0,86.6,6.5,55.60491,37.742402,9900000,3
22,24.0,87.0,10.0,55.59541,37.724373,12500000,5
13,17.0,85.0,11.0,55.647559,37.606469,18650000,3
11,14.0,86.0,20.3,55.699954000000005,37.63712,20290000,5
12,14.0,85.5,12.5,55.699954000000005,37.63712,20550000,2
2,6.0,86.0,12.0,55.71729499999999,37.595088,23700000,6
12,18.0,85.7,20.8,55.710692,37.607448,33700000,5
9,18.0,85.0,17.0,55.710038,37.60894,51000000,5
3,9.0,87.0,6.0,55.596941,37.666495,11500000,3
21,24.0,86.0,21.0,55.59541,37.724373,12500000,5
22,24.0,87.0,21.3,55.59541,37.724373,12500000,5
2,14.0,87.0,11.0,55.633790000000005,37.758491,14000000,3
2,23.0,86.6,12.0,55.596437,37.599831,14000000,5
2,14.0,87.0,11.0,55.633790000000005,37.758491,14000000,3
7,8.0,85.0,11.0,55.662187,37.630499,14000000,1
9,14.0,85.0,10.0,55.592429,37.608958,16000000,3
9,14.0,85.0,10.0,55.592429,37.608958,16000000,3
18,25.0,85.0,13.7,55.593441000000006,37.599355,15900000,5
6,17.0,85.0,10.5,55.644221,37.618471,16300000,5
12,26.0,86.0,20.0,55.606822,37.589536,17500000,2
14,16.0,87.0,9.1,55.709028,37.620761,18000000,4
5,12.0,86.0,10.0,55.70858199999999,37.662264,18900000,6
5,6.0,87.0,18.0,55.7063,37.658401,19800000,1
7,8.0,85.5,10.0,55.71271,37.644477,20100000,2
7,8.0,85.5,20.0,55.71271,37.644477,20100000,5
10,17.0,85.0,10.0,55.636880000000005,37.725128000000005,20000000,3
12,14.0,85.3,20.3,55.699954000000005,37.63712,20300000,2
12,14.0,86.0,12.0,55.699954000000005,37.63712,20500000,2
12,13.0,85.3,20.3,55.699954000000005,37.63712,20500000,2
12,14.0,85.5,18.0,55.699954000000005,37.63712,20600000,5
19,24.0,86.0,10.0,55.678707,37.634631,20600000,5
12,14.0,86.0,20.0,55.699954000000005,37.63712,20950000,2
12,14.0,86.0,20.3,55.699954000000005,37.63712,20970000,5
12,14.0,85.3,20.3,55.699954000000005,37.63712,21300000,2
7,16.0,85.0,10.0,55.710945,37.643821,22300000,5
11,16.0,86.2,8.5,55.71056,37.64507,23767585,2
5,8.0,85.0,12.0,55.711574,37.587407,27000000,1
13,18.0,86.0,20.8,55.710692,37.607448,32500000,2
4,10.0,86.0,12.0,55.718608,37.595734,36000000,1
22,23.0,86.0,16.0,55.647204,37.618641,16300000,5
2,12.0,86.8,24.0,55.588415000000005,37.601798,16650000,5
8,17.0,85.0,10.2,55.628418,37.663881,17000000,3
15,22.0,85.0,10.0,55.63504,37.611329,17500000,3
12,14.0,86.0,18.0,55.699954000000005,37.63712,20550000,4
12,14.0,85.6,16.5,55.699954000000005,37.63712,20950000,2
5,7.0,85.2,9.0,55.715642,37.615875,22000000,1
5,7.0,85.0,9.0,55.715642,37.615875,26000000,1
12,18.0,85.7,20.8,55.710692,37.607448,33800000,5
3,18.0,89.0,12.0,55.710692,37.607448,36499000,5
3,18.0,88.6,13.0,55.710692,37.607448,36500000,5
4,14.0,88.2,20.5,55.699954000000005,37.63712,21000000,5
7,8.0,88.6,12.0,55.71271,37.644477,21500000,1
2,14.0,88.2,20.5,55.699954000000005,37.63712,19800000,5
7,8.0,88.0,12.2,55.72766800000001,37.653074,23600000,1
5,15.0,88.0,10.0,55.604651,37.661132,15200000,5
11,13.0,88.7,8.0,55.58773299999999,37.603406,16200000,3
10,25.0,89.0,12.0,55.643404,37.654772,17200000,3
20,33.0,89.0,12.0,55.678707,37.634631,19950000,5
12,16.0,88.0,10.0,55.710692,37.607448,33800000,2
8,10.0,88.0,21.0,55.719561,37.597136,38000000,1
11,13.0,88.7,12.0,55.58773299999999,37.603406,16200000,3
18,24.0,89.0,14.0,55.702536,37.652831,17600000,5
15,24.0,88.0,12.0,55.643404,37.654772,21700000,3
2,6.0,89.0,19.0,55.697031,37.635107,17536083,5
3,18.0,90.0,12.0,55.710692,37.607448,36800000,2
20,21.0,92.2,13.2,55.579811,37.67131,13369000,5
13,14.0,92.1,12.9,55.600201,37.589653000000006,17480000,5
6,14.0,93.4,21.7,55.699938,37.635314,18499000,5
4,14.0,93.02,17.6,55.69902,37.636401,18600000,5
8,14.0,90.2,20.5,55.699954000000005,37.63712,19800000,5
13,16.0,92.0,12.0,55.710945,37.643821,22900000,5
11,12.0,94.0,13.3,55.710038,37.60894,40000000,2
21,33.0,90.0,18.0,55.678707,37.634631,24700000,5
3,6.0,93.0,12.0,55.710945,37.643821,19600000,2
3,14.0,93.33,17.6,55.700613,37.633634,19900000,5
9,14.0,90.2,19.1,55.699954000000005,37.63712,20500000,2
9,10.0,94.0,24.5,55.699954000000005,37.63712,23300000,2
12,15.0,93.65,11.3,55.605175,37.662955,12800000,1
5,9.0,93.7,11.7,55.708151,37.642222,18100000,6
4,14.0,93.0,16.0,55.69902,37.636401,19500000,2
12,14.0,90.0,14.0,55.699954000000005,37.63712,20290000,2
12,14.0,90.2,15.0,55.699954000000005,37.63712,20550000,2
19,20.0,90.0,12.0,55.677539,37.634398,21700000,5
4,14.0,94.0,10.5,55.691739,37.61026,22000000,3
7,14.0,93.0,13.0,55.665162,37.613952000000005,23750000,5
9,9.0,91.0,23.0,55.71876,37.613943,25000000,6
5,6.0,90.0,13.0,55.71231,37.609245,25000000,6
10,10.0,93.4,24.5,55.699954000000005,37.63712,28000000,5
2,38.0,94.0,20.0,55.637393,37.600388,29000000,5
9,16.0,90.0,10.0,55.710692,37.607448,32600000,2
1,5.0,93.5,8.2,55.647356,37.664231,11900000,1
5,15.0,90.0,9.0,55.604651,37.661132,15200000,5
16,24.0,93.0,10.0,55.63756600000001,37.657574,16500000,3
10,20.0,93.6,12.0,55.68319399999999,37.648277,17000000,3
7,8.0,90.0,13.0,55.660826,37.627975,18300000,1
3,8.0,92.6,12.0,55.72766800000001,37.653074,18500000,1
9,14.0,90.2,20.0,55.699938,37.635314,19800000,5
21,23.0,92.0,12.8,55.596437,37.599831,20300000,5
5,9.0,92.0,9.0,55.707471,37.601151,21850000,1
10,10.0,93.5,12.0,55.699954000000005,37.63712,23000000,5
5,16.0,91.4,15.0,55.720682,37.659407,24900000,1
2,12.0,90.0,16.0,55.712492000000005,37.618956,27830000,5
4,15.0,97.6,22.3,55.70071,37.631532,16094240,5
13,15.0,98.0,11.2,55.689811,37.657224,20800000,5
2,5.0,98.4,9.8,55.662908,37.614608,14500000,1
14,22.0,98.0,10.0,55.632377000000005,37.748565,16500000,3
6,7.0,97.8,23.0,55.706589,37.659676,17500000,1
10,20.0,98.0,12.0,55.68319399999999,37.648277,19500000,3
7,15.0,97.02,17.8,55.69900500000001,37.638557,31000000,5
3,12.0,96.0,16.0,55.682757,37.697298,37000000,2
2,5.0,96.3,10.0,55.645913,37.669666,13000000,1
10,20.0,96.0,12.0,55.68319399999999,37.648277,17000000,3
10,20.0,98.5,12.0,55.68319399999999,37.648277,17199999,3
1,5.0,96.0,12.0,55.708775,37.599319,18000000,1
3,22.0,95.8,14.6,55.636234,37.713602,18300000,5
12,16.0,98.0,10.0,55.709028,37.620761,19000000,4
3,8.0,97.0,11.0,55.69765,37.617527,19500000,1
8,9.0,95.0,23.6,55.699954000000005,37.63712,19500000,2
9,22.0,97.0,15.0,55.677539,37.634398,21900000,5
5,20.0,97.0,12.0,55.682991,37.645519,21900000,5
6,16.0,95.8,15.0,55.70984,37.647091,24000000,5
8,33.0,97.0,24.5,55.677539,37.634398,24500000,5
16,24.0,96.0,13.6,55.619269,37.695914,24400000,1
12,16.0,98.0,15.0,55.714353,37.663997,25500000,1
5,16.0,95.0,16.6,55.615843000000005,37.728092,7900000,3
2,5.0,98.3,9.3,55.662908,37.614608,14500000,1
2,5.0,96.0,8.6,55.683493000000006,37.684946,14900000,1
16,22.0,99.0,10.0,55.632814,37.612506,16900000,3
5,41.0,98.5,20.0,55.637393,37.600388,17100000,5
12,20.0,98.0,12.0,55.682991,37.645519,19800000,5
5,22.0,99.0,15.0,55.628632,37.604691,20990000,3
2,17.0,95.0,9.0,55.703119,37.620142,22000000,3
12,18.0,119.0,17.6,55.710809,37.605023,59000000,5
4,14.0,100.0,16.0,55.699938,37.635314,22300000,5
28,33.0,102.0,17.0,55.676585,37.634092,15200000,5
9,17.0,102.0,14.0,55.710809,37.605023,46000000,5
27,33.0,102.0,17.0,55.676585,37.634092,15250000,5
1,14.0,101.5,17.4,55.637591,37.764609,14000000,3
2,22.0,112.0,40.0,55.66965,37.611482,34990000,5
3,18.0,107.0,16.0,55.710809,37.605023,41650000,5
8,17.0,114.8,12.6,55.710809,37.605023,55000000,5
1,15.0,105.0,15.0,55.604651,37.661132,12200000,5
2,17.0,112.0,18.0,55.579811,37.67131,13800000,5
11,15.0,109.6,18.4,55.579811,37.67131,15070000,5
7,15.0,111.3,14.5,55.579811,37.67131,15248100,5
28,33.0,101.0,16.3,55.677539,37.634398,15200000,5
18,19.0,106.5,13.7,55.581179000000006,37.581451,16960000,5
4,15.0,108.0,12.0,55.60460500000001,37.658751,17500000,2
10,38.0,104.0,12.0,55.637393,37.600388,19400000,2
4,16.0,117.0,17.0,55.710945,37.643821,23000000,5
5,5.0,114.6,30.0,55.704174,37.614608,24600000,2
2,17.0,108.8,28.0,55.677159,37.695348,24990000,2
8,19.0,101.0,11.0,55.61419,37.590551,25500000,2
10,14.0,105.5,12.6,55.699954000000005,37.63712,25500000,5
7,16.0,117.0,20.0,55.710945,37.643821,28000000,5
3,12.0,114.56,35.3,55.708663,37.590255,42000000,2
8,18.0,102.0,14.0,55.710809,37.605023,46500000,5
9,18.0,102.0,14.0,55.710809,37.605023,47000000,5
8,18.0,114.8,12.6,55.710809,37.605023,54990000,2
32,33.0,101.4,17.1,55.676585,37.634092,15200000,5
19,22.0,101.3,10.2,55.641021,37.761285,14300000,3
31,33.0,103.0,17.0,55.676585,37.634092,15300000,5
22,33.0,101.7,16.6,55.678707,37.634631,15300000,5
7,15.0,107.0,14.0,55.60460500000001,37.658751,15400000,2
15,17.0,107.0,14.0,55.60460500000001,37.658751,17000000,2
7,22.0,100.0,10.0,55.632814,37.612506,18000000,3
5,5.0,112.0,10.0,55.726401,37.652032,20300000,1
19,41.0,104.9,10.0,55.637393,37.600388,21980000,5
5,14.0,100.4,16.6,55.699938,37.635314,22700000,5
8,33.0,102.0,42.0,55.678707,37.634631,22800000,5
3,15.0,100.0,10.0,55.637113,37.594108,23250000,3
4,9.0,108.0,10.0,55.71876,37.613943,28000000,6
8,8.0,108.5,10.9,55.717006000000005,37.62369,29500000,1
5,15.0,107.0,11.2,55.71009300000001,37.658877,35000000,5
19,20.0,113.5,16.0,55.689451,37.686707,35000000,5
2,10.0,109.52,30.4,55.708663,37.590255,39500000,2
3,7.0,100.0,20.0,55.714612,37.590138,49000000,6
2,7.0,109.0,17.0,55.710661,37.599301,32900000,5
5,17.0,106.7,12.4,55.594011,37.605086,18500000,5
4,24.0,106.5,16.0,55.608663,37.592572,21500000,5
10,15.0,103.2,13.2,55.603446,37.662506,14500000,2
4,15.0,100.0,14.0,55.604041,37.724131,15900000,3
28,41.0,102.0,17.0,55.637393,37.600388,20500000,5
26,39.0,114.0,15.0,55.637393,37.600388,24700000,5
7,8.0,105.0,9.0,55.71124,37.612173,26500000,1
1,14.0,101.0,17.4,55.637591,37.764609,14000000,3
1,14.0,101.0,17.0,55.637591,37.764609,14000000,3
1,14.0,101.5,17.5,55.637591,37.764609,14000000,3
9,15.0,103.0,16.0,55.606512,37.658338,16000000,2
15,15.0,103.8,13.1,55.603446,37.662506,16000000,5
8,15.0,106.0,13.0,55.60460500000001,37.658751,16299000,2
5,5.0,102.0,10.0,55.693358,37.611194,16300000,1
1,12.0,103.0,8.6,55.627783,37.664482,16200000,3
12,22.0,100.0,10.0,55.627361,37.749194,16500000,3
13,22.0,101.0,10.0,55.603502,37.598932,16700000,3
20,22.0,102.0,11.0,55.59224,37.598447,18000000,3
3,6.0,100.0,9.0,55.70494,37.662335,17990000,1
2,7.0,109.0,10.0,55.706274,37.660763,18200000,1
5,22.0,101.0,10.1,55.647798,37.657844,18200000,3
28,32.0,109.4,15.0,55.676585,37.634092,18300000,5
15,16.0,105.0,9.0,55.709028,37.620761,18400000,3
16,22.0,115.0,21.0,55.61891800000001,37.742546,19500000,3
2,39.0,101.3,15.0,55.637393,37.600388,19990000,5
2,39.0,102.1,15.0,55.637393,37.600388,19990000,5
9,17.0,110.0,20.0,55.695591,37.604717,19990000,3
10,22.0,100.0,10.0,55.637078,37.698088,21200000,3
10,11.0,115.0,17.0,55.604748,37.664024,21000000,5
4,14.0,101.0,19.0,55.699938,37.635314,21500000,5
12,14.0,105.0,19.0,55.69910600000001,37.634721,23000000,5
30,33.0,119.0,18.0,55.678707,37.634631,23000000,5
9,14.0,111.0,20.0,55.69910600000001,37.634721,23500000,5
5,5.0,116.6,30.0,55.704174,37.614608,24000000,2
